species,rep_taxid,organism_name,nirK_present,pcuac_present,nirK_rep_accession,pcuac_rep_accession,class
gulosibacter gulosibacter,256818,Gulosibacter;Gulosibacter hominis;Gulosibacter sp. GYB002,0,1,N/A,WP_201522016.1,pcuac_only
gulosibacter macacae,2488791,Gulosibacter macacae,0,1,N/A,WP_185715023.1,pcuac_only
gulosibacter massiliensis,2479839,Gulosibacter massiliensis,0,1,N/A,WP_125107880.1,pcuac_only
gulosibacter molinativorax,256821,Gulosibacter molinativorax;Gulosibacter molinativorax DSM 13485,1,1,WP_026937061.1,WP_051266707.1,both
gulosibacter sediminis,1729695,Gulosibacter sediminis,0,1,N/A,WP_193128444.1,pcuac_only
gulosibacter sp.,2817531,Gulosibacter sp.,0,1,N/A,WP_441670616.1,pcuac_only
guptibacillus hwajinpoensis,208199,Guptibacillus hwajinpoensis,1,0,WP_305913996.1,N/A,nirK_only
guyparkeria halophila,47960,Guyparkeria halophila,0,1,N/A,WP_322520975.1,pcuac_only
guyparkeria halopsychrophila,3139421,Guyparkeria halopsychrophila,0,1,N/A,WP_396581195.1,pcuac_only
guyparkeria hydrothermalis,923,Guyparkeria hydrothermalis;Guyparkeria;Guyparkeria sp. SB14A,0,1,N/A,WP_136866363.1,pcuac_only
guyparkeria sp.,2035736,Guyparkeria sp.,0,1,N/A,WP_410278647.1,pcuac_only
gymnodinialimonas ceratoperidinii,2856823,Gymnodinialimonas ceratoperidinii,1,1,WP_247716948.1,WP_219004055.1,both
gymnodinialimonas hymeniacidonis,3126508,Gymnodinialimonas hymeniacidonis,0,1,N/A,WP_368474095.1,pcuac_only
gymnodinialimonas mytili,3126503,Gymnodinialimonas mytili,0,1,N/A,WP_339975573.1,pcuac_only
gymnodinialimonas phycosphaerae,2841589,Gymnodinialimonas phycosphaerae,1,1,WP_257891063.1,WP_257892923.1,both
gymnodinialimonas sp.,2937412,Gymnodinialimonas sp.,0,1,N/A,WP_461427964.1,pcuac_only
gymnodinialimonas ulvae,3126504,Gymnodinialimonas ulvae,0,1,N/A,WP_339985637.1,pcuac_only
gynuella sp.,2969146,Gynuella sp.,0,1,N/A,WP_428242419.1,pcuac_only
gynuella sunshinyii,1445505,Gynuella sunshinyii;Gynuella sunshinyii YC6258,0,1,N/A,WP_044617597.1,pcuac_only
haematobacter massiliensis,195105,Haematobacter massiliensis,1,0,WP_276947042.1,N/A,nirK_only
haematomicrobium sanguinis,479106,Haematomicrobium sanguinis;Haematomicrobium sanguinis DSM 21259,0,1,N/A,WP_169737483.1,pcuac_only
haematospirillum jordaniae,1549855,Haematospirillum jordaniae,0,1,N/A,WP_066134065.1,pcuac_only
haematospirillum sp.,2723108,Haematospirillum sp. H1815,0,1,N/A,WP_168071453.1,pcuac_only
haemophilus haemophilus,1715211,Haemophilus;Haemophilus parainfluenzae;Haemophilus sp.;Haemophilus sp. HMSC061E01,1,0,WP_070590876.1,N/A,nirK_only
haemophilus influenzae,727,Haemophilus influenzae,1,0,WP_049367694.1,N/A,nirK_only
haemophilus parahaemolyticus,735,Haemophilus parahaemolyticus,1,0,WP_455483866.1,N/A,nirK_only
haemophilus parainfluenzae,729,Haemophilus parainfluenzae,1,0,WP_197569686.1,N/A,nirK_only
haemophilus paraphrohaemolyticus,736,Haemophilus paraphrohaemolyticus,1,0,WP_456069834.1,N/A,nirK_only
haemophilus pittmaniae,249188,Haemophilus pittmaniae;Haemophilus pittmaniae HK 85,1,0,WP_007243346.1,N/A,nirK_only
haemophilus sp.,740,Haemophilus sp.,1,0,WP_418935603.1,N/A,nirK_only
hahella aquimaris,3015983,Hahella aquimaris,0,1,N/A,WP_305905416.1,pcuac_only
hahella chejuensis,158327,Hahella chejuensis;Hahella chejuensis KCTC 2396,0,1,N/A,WP_011396873.1,pcuac_only
hahella ganghwensis,286420,Hahella ganghwensis;Hahella ganghwensis DSM 17046,0,1,N/A,WP_020407244.1,pcuac_only
hahella sp.,1926491,Hahella sp. CCB-MM4,0,1,N/A,WP_094712610.1,pcuac_only
halalkalibacillus sediminis,2018042,Halalkalibacillus sediminis,1,0,WP_101331186.1,N/A,nirK_only
halalkalibacter akibai,1411,Halalkalibacter akibai;Halalkalibacter akibai JCM 9157,1,0,WP_035667936.1,N/A,nirK_only
halalkalibacter alkaliphilus,2917993,Halalkalibacter alkaliphilus,1,0,WP_250095571.1,N/A,nirK_only
halalkalibacter flavus,3090668,Halalkalibacter flavus,1,0,WP_332634862.1,N/A,nirK_only
halalkalibacter hemicellulosilyticus,127886,Halalkalibacter hemicellulosilyticus;Halalkalibacter hemicellulosilyticusJCM 9152,1,0,WP_035347228.1,N/A,nirK_only
halalkalibacter okhensis,333138,Halalkalibacter okhensis,1,0,WP_034632510.1,N/A,nirK_only
halalkalibacter sp.,3697620,Halalkalibacter sp. HAAS-P013,1,0,WP_480063628.1,N/A,nirK_only
halalkalibaculum roseum,2709311,Halalkalibaculum roseum,1,0,WP_249066542.1,N/A,nirK_only
halalkalibaculum sp.,3373606,Halalkalibaculum sp. DA384;Halalkalibaculum sp. DA3122,1,0,WP_395261286.1,N/A,nirK_only
halarcobacter bivalviorum,663364,Halarcobacter bivalviorum,0,1,N/A,WP_114839670.1,pcuac_only
halarcobacter ebronensis,1462615,Halarcobacter ebronensis,0,1,N/A,WP_228712183.1,pcuac_only
halarcobacter mediterraneus,2023153,Halarcobacter mediterraneus,0,1,N/A,WP_129062523.1,pcuac_only
halarcobacter sp.,2321133,Halarcobacter sp.,0,1,N/A,WP_320036409.1,pcuac_only
haliangium sp.,1931276,Haliangium sp. UPWRP_2,1,0,WP_088740400.1,N/A,nirK_only
haliea atlantica,1548455,Haliea atlantica,0,1,N/A,WP_460589165.1,pcuac_only
haliea sp.,3064706,Haliea sp. E1-2-M8,1,1,WP_304707100.1,WP_371293887.1,both
halioglobus maricola,2601894,Halioglobus maricola,0,1,N/A,WP_152660615.1,pcuac_only
halioglobus sp.,3466923,Halioglobus sp. D3-4,0,1,N/A,WP_473425953.1,pcuac_only
halioxenophilus aromaticivorans,1306992,Halioxenophilus aromaticivorans,1,0,WP_345422024.1,N/A,nirK_only
halobacillus aidingensis,240303,Halobacillus aidingensis,1,0,WP_244157104.1,N/A,nirK_only
halobacillus amylolyticus,2932259,Halobacillus amylolyticus,1,0,WP_245032572.1,N/A,nirK_only
halobacillus litoralis,45668,Halobacillus litoralis,1,0,WP_160916124.1,N/A,nirK_only
halobacillus locisalis,220753,Halobacillus locisalis,1,0,WP_181472664.1,N/A,nirK_only
halobacillus mangrovi,402384,Halobacillus mangrovi,1,0,WP_085031096.1,N/A,nirK_only
halobacillus salinus,192814,Halobacillus salinus,1,0,WP_079478268.1,N/A,nirK_only
halobacillus shinanisalinarum,2932258,Halobacillus shinanisalinarum,1,0,WP_244753625.1,N/A,nirK_only
halobacillus sp.,3699256,Halobacillus sp. A1-3,1,0,WP_433805748.1,N/A,nirK_only
halobacillus trueperi,156205,Halobacillus trueperi,1,0,WP_394219483.1,N/A,nirK_only
halobacteriovorax sp.,2719615,Halobacteriovorax sp. GB3,0,1,N/A,WP_273872164.1,pcuac_only
halochromatium glycolicum,85075,Halochromatium glycolicum,0,1,N/A,WP_200344310.1,pcuac_only
halochromatium roseum,391920,Halochromatium roseum,0,1,N/A,WP_201220888.1,pcuac_only
halochromatium salexigens,49447,Halochromatium salexigens,0,1,N/A,WP_201246210.1,pcuac_only
halochromatium sp.,2049430,Halochromatium sp.,0,1,N/A,WP_410760772.1,pcuac_only
halocynthiibacter halocynthiibacter,1579315,Halocynthiibacter;Halocynthiibacter sp. SDUM655004;Halocynthiibacter halioticoli,1,1,WP_263952219.1,WP_263954059.1,both
halocynthiibacter namhaensis,1290553,Halocynthiibacter namhaensis,0,1,N/A,WP_039017506.1,pcuac_only
halocynthiibacter sp.,2992758,Halocynthiibacter sp. C4,1,1,WP_274655824.1,WP_274652935.1,both
halocynthiibacter styelae,2761955,Halocynthiibacter styelae,0,1,N/A,WP_228847961.1,pcuac_only
halodurantibacterium flavum,1382802,Halodurantibacterium flavum,0,1,N/A,WP_390263279.1,pcuac_only
haloechinothrix halophila,592678,Haloechinothrix halophila YIM 93223;Haloechinothrix halophila,1,0,WP_034274722.1,N/A,nirK_only
haloechinothrix salitolerans,926830,Haloechinothrix salitolerans,1,0,WP_345396053.1,N/A,nirK_only
haloferula chungangensis,1048331,Haloferula chungangensis,1,0,WP_379714621.1,N/A,nirK_only
haloferula rosea,490093,Haloferula rosea,1,0,WP_343217946.1,N/A,nirK_only
haloferula sp.,2497595,Haloferula sp.,1,0,WP_424313219.1,N/A,nirK_only
halofilum ochraceum,1611323,Halofilum ochraceum,1,1,WP_067560704.1,WP_070988152.1,both
haloflavibacter putidus,2576776,Haloflavibacter putidus,1,0,WP_394348485.1,N/A,nirK_only
halomicronema hongdechloris,1209493,Halomicronema hongdechloris;Halomicronema hongdechloris C2206,1,0,WP_088429409.1,N/A,nirK_only
halomonadaceae billgrantia,2733483,Halomonadaceae;Billgrantia aerodenitrificans;Halomonas sp. MCCC 1A11062,0,1,N/A,WP_234253651.1,pcuac_only
halomonadaceae bisbaumannia,28256,Halomonadaceae;Bisbaumannia pacifica;Halomonas ventosae;Billgrantia antri;Halomonas sp. G15;Halomonas sp. 5021,1,0,WP_208107412.1,N/A,nirK_only
halomonadaceae chromohalobacter,141390,Halomonadaceae;Chromohalobacter israelensis;Billgrantia gudaonensis,0,1,N/A,WP_089685309.1,pcuac_only
halomonadaceae halomonas,2585770,Halomonadaceae;Halomonas sp. BL6;Vreelandella piezotolerans;Halomonas sp. McD50-4;Halomonas sp. McD50-5,0,1,N/A,WP_139525963.1,pcuac_only
halomonadaceae vreelandella,28256,Halomonadaceae;Vreelandella aquamarina;Halomonas sp. 15WGF,0,1,N/A,WP_052509962.1,pcuac_only
halomonas aestuarii,1897729,Halomonas aestuarii,0,1,N/A,WP_071942100.1,pcuac_only
halomonas alimentaria,147248,Halomonas alimentaria,0,1,N/A,WP_282038413.1,pcuac_only
halomonas alkalicola,1930622,Halomonas alkalicola,0,1,N/A,WP_302139266.1,pcuac_only
halomonas alkalisoli,2907158,Halomonas alkalisoli,0,1,N/A,WP_234280985.1,pcuac_only
halomonas aquatica,3151123,Halomonas aquatica,0,1,N/A,WP_349760350.1,pcuac_only
halomonas beimenensis,475662,Halomonas beimenensis,0,1,N/A,WP_097788000.1,pcuac_only
halomonas borealis,2508710,Halomonas borealis,0,1,N/A,WP_136246920.1,pcuac_only
halomonas campaniensis,213554,Halomonas campaniensis,0,1,N/A,WP_183333898.1,pcuac_only
halomonas caseinilytica,438744,Halomonas caseinilytica,0,1,N/A,WP_064698352.1,pcuac_only
halomonas cerina,447424,Halomonas cerina,0,1,N/A,WP_183324361.1,pcuac_only
halomonas chromatireducens,507626,Halomonas chromatireducens,0,1,N/A,WP_066445206.1,pcuac_only
halomonas cupida,44933,Halomonas cupida,0,1,N/A,WP_084541961.1,pcuac_only
halomonas daqiaonensis,650850,Halomonas daqiaonensis,0,1,N/A,WP_170840091.1,pcuac_only
halomonas denitrificans,370769,Halomonas denitrificans,0,1,N/A,WP_108445800.1,pcuac_only
halomonas dongshanensis,2890835,Halomonas dongshanensis,0,1,N/A,WP_259035415.1,pcuac_only
halomonas eurihalina,42566,Halomonas eurihalina,0,1,N/A,WP_149321158.1,pcuac_only
halomonas faecis,1562110,Halomonas faecis,0,1,N/A,WP_163578007.1,pcuac_only
halomonas flagellata,2920385,Halomonas flagellata,1,1,WP_240567105.1,WP_240567950.1,both
halomonas fontilapidosi,616675,Halomonas fontilapidosi,0,1,N/A,WP_183314403.1,pcuac_only
halomonas gemina,2945105,Halomonas gemina,0,1,N/A,WP_250060225.1,pcuac_only
halomonas halocynthiae,176290,Halomonas halocynthiae;Halomonas halocynthiae DSM 14573,0,1,N/A,WP_240470519.1,pcuac_only
halomonas halodenitrificans,28252,Halomonas halodenitrificans;Halomonas halodenitrificans DSM 735,0,1,N/A,WP_043488251.1,pcuac_only
halomonas halomonas,2745,Halomonas;Halomonas campaniensis;Halomonas sp. 3H,0,1,N/A,WP_254275446.1,pcuac_only
halomonas icarae,2691040,Halomonas icarae,0,1,N/A,WP_202597192.1,pcuac_only
halomonas jincaotanensis,2810616,Halomonas jincaotanensis,0,1,N/A,WP_213824352.1,pcuac_only
halomonas kalidii,3043293,Halomonas kalidii,1,0,WP_282720373.1,N/A,nirK_only
halomonas kashgarensis,3084920,Halomonas kashgarensis,1,1,WP_346796918.1,WP_346796887.1,both
halomonas koreensis,245385,Halomonas koreensis,0,1,N/A,WP_309650888.1,pcuac_only
halomonas korlensis,463301,Halomonas korlensis,0,1,N/A,WP_089793075.1,pcuac_only
halomonas llamarensis,2945104,Halomonas llamarensis,0,1,N/A,WP_250080207.1,pcuac_only
halomonas lysinitropha,2607506,Halomonas lysinitropha,0,1,N/A,WP_151443012.1,pcuac_only
halomonas marinisediminis,2546095,Halomonas marinisediminis,0,1,N/A,WP_205741914.1,pcuac_only
halomonas maura,117606,Halomonas maura,0,1,N/A,WP_464963371.1,pcuac_only
halomonas mongoliensis,321265,Halomonas mongoliensis,0,1,N/A,WP_444984969.1,pcuac_only
halomonas nitroreducens,447425,Halomonas nitroreducens,0,1,N/A,WP_126486270.1,pcuac_only
halomonas pelophila,3151122,Halomonas pelophila,0,1,N/A,WP_349759833.1,pcuac_only
halomonas ramblicola,747349,Halomonas ramblicola,1,1,WP_290232856.1,WP_290229891.1,both
halomonas rhizosphaerae,3043296,Halomonas rhizosphaerae,0,1,N/A,WP_282734866.1,pcuac_only
halomonas sabkhae,626223,Halomonas sabkhae,0,1,N/A,WP_290274424.1,pcuac_only
halomonas saccharevitans,416872,Halomonas saccharevitans,0,1,N/A,WP_474124803.1,pcuac_only
halomonas salipaludis,2032625,Halomonas salipaludis,1,1,WP_217987822.1,WP_095620202.1,both
halomonas salsilacus,3440841,Halomonas salsilacus,0,1,N/A,WP_435400732.1,pcuac_only
halomonas shantousis,1341689,Halomonas shantousis,1,1,WP_459867333.1,WP_459868195.1,both
halomonas shengliensis,419597,Halomonas shengliensis,0,1,N/A,WP_089676554.1,pcuac_only
halomonas sp.,3478877,Halomonas sp. WWR20,1,1,WP_459634991.1,WP_308322236.1,both
halomonas stenophila,795312,Halomonas stenophila,0,1,N/A,WP_183383698.1,pcuac_only
halomonas terrestris,3411041,Halomonas terrestris,0,1,N/A,WP_421414881.1,pcuac_only
halomonas tibetensis,2259590,Halomonas tibetensis,0,1,N/A,WP_379759135.1,pcuac_only
halomonas urmiana,490901,Halomonas urmiana,0,1,N/A,WP_138181993.1,pcuac_only
halomonas urumqiensis,1684789,Halomonas urumqiensis,0,1,N/A,WP_102587838.1,pcuac_only
halomonas ventosae,229007,Halomonas ventosae,0,1,N/A,WP_133637708.1,pcuac_only
halopseudomonas aestusnigri,857252,Halopseudomonas aestusnigri,0,1,N/A,WP_233049684.1,pcuac_only
halopseudomonas bauzanensis,653930,Halopseudomonas bauzanensis,1,1,WP_370921234.1,WP_285259836.1,both
halopseudomonas formosensis,1002526,Halopseudomonas formosensis,1,1,WP_320331633.1,WP_407920444.1,both
halopseudomonas laoshanensis,2268758,Halopseudomonas laoshanensis,0,1,N/A,WP_317013061.1,pcuac_only
halopseudomonas litoralis,797277,Halopseudomonas litoralis,1,1,WP_197674239.1,WP_090272852.1,both
halopseudomonas maritima,2918528,Halopseudomonas maritima,0,1,N/A,WP_238871561.1,pcuac_only
halopseudomonas oceani,1708783,Halopseudomonas oceani,0,1,N/A,WP_104739625.1,pcuac_only
halopseudomonas pachastrellae,254161,Halopseudomonas pachastrellae,0,1,N/A,WP_483232883.1,pcuac_only
halopseudomonas pelagia,553151,Halopseudomonas pelagia,1,1,WP_339651472.1,WP_339651171.1,both
halopseudomonas pertucinogena,86175,Halopseudomonas pertucinogena,1,1,WP_188634647.1,WP_188636976.1,both
halopseudomonas phragmitis,1931241,Halopseudomonas phragmitis,0,1,N/A,WP_080050657.1,pcuac_only
halopseudomonas sabulinigri,472181,Halopseudomonas sabulinigri,0,1,N/A,WP_476401361.1,pcuac_only
halopseudomonas salegens,1434072,Halopseudomonas salegens,0,1,N/A,WP_092385655.1,pcuac_only
halopseudomonas salina,1323744,Halopseudomonas salina,1,1,WP_223825377.1,WP_150276951.1,both
halopseudomonas sp.,2901191,Halopseudomonas sp.,1,1,WP_373188321.1,WP_341706362.1,both
halopseudomonas xiamenensis,157792,Halopseudomonas xiamenensis,0,1,N/A,WP_185268810.1,pcuac_only
halopseudomonas xinjiangensis,487184,Halopseudomonas xinjiangensis,0,1,N/A,WP_093392344.1,pcuac_only
halopseudomonas yangmingensis,1720063,Halopseudomonas yangmingensis,0,1,N/A,WP_281242306.1,pcuac_only
halospina denitrificans,332522,Halospina denitrificans,0,1,N/A,WP_133734882.1,pcuac_only
halospina sp.,2614160,Halospina sp. K52047b,0,1,N/A,WP_151441214.1,pcuac_only
halothece sp.,65093,Halothece sp. PCC 7418,1,0,WP_015225220.1,N/A,nirK_only
halothiobacillus diazotrophicus,1860122,Halothiobacillus diazotrophicus,0,1,N/A,WP_197490297.1,pcuac_only
halothiobacillus neapolitanus,927,Halothiobacillus neapolitanus;Halothiobacillus neapolitanus c2,0,1,N/A,WP_012824826.1,pcuac_only
halothiobacillus sp.,1891311,Halothiobacillus sp.,0,1,N/A,WP_300187509.1,pcuac_only
halotia branconii,1539056,Halotia branconii CENA392;Halotia branconii,1,0,WP_281485523.1,N/A,nirK_only
halovibrio salipaludis,2032626,Halovibrio salipaludis,0,1,N/A,WP_158223043.1,pcuac_only
halovulum dunhuangense,1505036,Halovulum dunhuangense,0,1,N/A,WP_171323108.1,pcuac_only
halovulum sp.,3478412,Halovulum sp. GXIMD14793,1,1,WP_458931608.1,WP_458929369.1,both
halpernia sp.,2782209,Halpernia sp.,1,0,WP_417429420.1,N/A,nirK_only
hamadaea sp.,3155789,Hamadaea sp. NPDC050747,1,0,WP_359995888.1,N/A,nirK_only
hanamia caeni,2294116,Hanamia caeni,1,0,WP_123119351.1,N/A,nirK_only
hankyongella ginsenosidimutans,1763828,Hankyongella ginsenosidimutans,0,1,N/A,WP_474510384.1,pcuac_only
hansschlegelia beijingensis,1133344,Hansschlegelia beijingensis,0,1,N/A,WP_183393383.1,pcuac_only
hansschlegelia plantiphila,374655,Hansschlegelia plantiphila,0,1,N/A,WP_271169563.1,pcuac_only
hansschlegelia quercus,2528245,Hansschlegelia quercus,1,1,WP_131002608.1,WP_342635531.1,both
hansschlegelia sp.,2041892,Hansschlegelia sp.,1,1,WP_325446815.1,WP_423269100.1,both
hansschlegelia zhihuaiae,405005,Hansschlegelia zhihuaiae;Hansschlegelia;Hansschlegelia sp. KR7-227,1,1,WP_128778396.1,WP_128777429.1,both
hanstruepera neustonica,1445657,Hanstruepera neustonica;Hanstruepera;Hanstruepera marina,1,0,WP_103052731.1,N/A,nirK_only
harenicola maris,2841044,Harenicola maris,0,1,N/A,WP_327794972.1,pcuac_only
hartmannibacter diazotrophicus,1482074,Hartmannibacter diazotrophicus,1,1,WP_099558024.1,WP_099557288.1,both
hasllibacter halocynthiae,595589,Hasllibacter halocynthiae,0,1,N/A,WP_106159232.1,pcuac_only
hasllibacter sp.,2854029,Hasllibacter sp. MH4015,0,1,N/A,WP_224815859.1,pcuac_only
hassallia byssoidea,482630,Hassallia byssoidea;Hassallia byssoidea VB512170,1,0,WP_039748463.1,N/A,nirK_only
helcobacillus massiliensis,521392,Helcobacillus massiliensis,1,1,WP_183375795.1,WP_239376008.1,both
helicobacter canis,29419,Helicobacter canis,0,1,N/A,WP_115012045.1,pcuac_only
helicobacter equorum,361872,Helicobacter equorum,0,1,N/A,WP_181882183.1,pcuac_only
helicobacter sp.,1548149,Helicobacter sp. MIT 05-5293,0,1,N/A,WP_052100491.1,pcuac_only
helicobacter zhangjianzhongii,2974574,Helicobacter zhangjianzhongii,0,1,N/A,WP_285256906.1,pcuac_only
heliomarina baculiformis,2872036,Heliomarina baculiformis,0,1,N/A,WP_238370121.1,pcuac_only
heliomarina sp.,2917556,Heliomarina sp.,0,1,N/A,WP_446196705.1,pcuac_only
hellea balneolensis,287478,Hellea balneolensis;Hellea balneolensis DSM 19091,0,1,N/A,WP_051279908.1,pcuac_only
henriciella sp.,1968823,Henriciella sp.,0,1,N/A,WP_300377995.1,pcuac_only
hephaestia caeni,645617,Hephaestia caeni,0,1,N/A,WP_119037029.1,pcuac_only
herbaspirillum autotrophicum,180195,Herbaspirillum autotrophicum,0,1,N/A,WP_050465285.1,pcuac_only
herbaspirillum camelliae,1892903,Herbaspirillum camelliae,1,1,WP_075257663.1,WP_075259644.1,both
herbaspirillum chlorophenolicum,211589,Herbaspirillum chlorophenolicum;Herbaspirillum chlorophenolicum NBRC 102525,0,1,N/A,WP_050466717.1,pcuac_only
herbaspirillum frisingense,92645,Herbaspirillum frisingense;Herbaspirillum frisingense GSF30,1,1,WP_006462484.1,WP_413444624.1,both
herbaspirillum herbaspirillum,963,Herbaspirillum;Herbaspirillum rubrisubalbicans Os45;Herbaspirillum rubrisubalbicans Os34;Herbaspirillum sp.,1,1,WP_017454187.1,WP_121040508.1,both
herbaspirillum hiltneri,341045,Herbaspirillum hiltneri;Herbaspirillum hiltneri N3,0,1,N/A,WP_053195324.1,pcuac_only
herbaspirillum huttiense,863372,Herbaspirillum huttiense,0,1,N/A,WP_276838699.1,pcuac_only
herbaspirillum lusitanum,213312,Herbaspirillum lusitanum,0,1,N/A,WP_265211749.1,pcuac_only
herbaspirillum rhizosphaerae,346179,Herbaspirillum rhizosphaerae,0,1,N/A,WP_050476425.1,pcuac_only
herbaspirillum robiniae,2014887,Herbaspirillum robiniae,0,1,N/A,WP_079218051.1,pcuac_only
herbaspirillum rubrisubalbicans,80842,Herbaspirillum rubrisubalbicans;Herbaspirillum rubrisubalbicans M1,0,1,N/A,WP_058896898.1,pcuac_only
herbaspirillum seropedicae,964,Herbaspirillum seropedicae,1,1,WP_443114078.1,WP_435529007.1,both
herbaspirillum sp.,1953765,Herbaspirillum sp. VT-16-41,1,1,WP_254426896.1,WP_254427040.1,both
herbidospora cretacea,28444,Herbidospora cretacea,0,1,N/A,WP_030455395.1,pcuac_only
herbidospora daliensis,295585,Herbidospora daliensis,0,1,N/A,WP_062431662.1,pcuac_only
herbidospora galbida,2575442,Herbidospora galbida,0,1,N/A,WP_137251890.1,pcuac_only
herbidospora mongoliensis,688067,Herbidospora mongoliensis,0,1,N/A,WP_066374249.1,pcuac_only
herbidospora sakaeratensis,564415,Herbidospora sakaeratensis,0,1,N/A,WP_062343117.1,pcuac_only
herbidospora solisilvae,2696284,Herbidospora solisilvae,1,1,WP_161478523.1,WP_161483765.1,both
herbidospora sp.,3032195,Herbidospora sp. NBRC 101105,1,1,WP_285579933.1,WP_285590704.1,both
herbidospora yilanensis,354426,Herbidospora yilanensis,0,1,N/A,WP_062357509.1,pcuac_only
herminiimonas aquatilis,345342,Herminiimonas aquatilis,0,1,N/A,WP_382233787.1,pcuac_only
herminiimonas arsenitoxidans,1809410,Herminiimonas arsenitoxidans,0,1,N/A,WP_076593240.1,pcuac_only
herminiimonas contaminans,1111140,Herminiimonas contaminans,0,1,N/A,WP_195876361.1,pcuac_only
herminiimonas fonticola,303380,Herminiimonas fonticola,1,1,WP_353155034.1,WP_353155829.1,both
herminiimonas glaciei,523788,Herminiimonas glaciei,0,1,N/A,WP_382272623.1,pcuac_only
herminiimonas sp.,3364007,Herminiimonas sp. NPDC097707,1,1,WP_402336696.1,WP_402337380.1,both
herpetosiphon geysericola,70996,Herpetosiphon geysericola,1,1,WP_054537468.1,WP_054535000.1,both
herpetosiphon giganteus,2029754,Herpetosiphon giganteus,1,1,WP_204754376.1,WP_204754947.1,both
