accession,protein_type,length,taxid,organism_name,species,species_resolved,is_representative,representative_selection_reason
WP_134415152.1,NirK,316,1259245,Cryobacterium sp. TMT2-14,cryobacterium sp. tmt2-14,0,TRUE,longest_validated_sequence
WP_134419431.1,NirK,316,1259248,Cryobacterium sp. TMT2-17-1,cryobacterium sp. tmt2-17-1,0,TRUE,longest_validated_sequence
WP_134422877.1,NirK,316,1259239,Cryobacterium cryoconiti,cryobacterium cryoconiti,1,TRUE,longest_validated_sequence
WP_134427258.1,NirK,316,1259236;2555867;69578,Cryobacterium;Cryobacterium sinapicolor;Cryobacterium sp. TMT3-29-2,cryobacterium sinapicolor,1,TRUE,longest_validated_sequence
WP_134439311.1,NirK,305,2795386,Methylacidiphilum caldifontis,methylacidiphilum caldifontis,1,TRUE,longest_validated_sequence
WP_134450199.1,NirK,316,1259177;1259179;1259181;1259182;2649013,Cryobacterium sp. MDB2-10;Cryobacterium sp. MDB2-33-2;Cryobacterium sp. MDB2-A-1;Cryobacterium sp. MDB2-A-2;unclassified Cryobacterium,unclassified cryobacterium,1,FALSE,
WP_134452222.1,NirK,316,1259189,Cryobacterium adonitolivorans,cryobacterium adonitolivorans,1,TRUE,longest_validated_sequence
WP_134462101.1,NirK,316,1259167,Cryobacterium sp. Hz9,cryobacterium sp. hz9,0,TRUE,longest_validated_sequence
WP_134480771.1,NirK,316,1259208;1259209;1259210;1259211;2649013,Cryobacterium sp. TMB3-1-2;Cryobacterium sp. TMB3-10;Cryobacterium sp. TMB3-12;Cryobacterium sp. TMB3-15;unclassified Cryobacterium,unclassified cryobacterium,1,FALSE,
WP_134498081.1,NirK,316,2555866,Cryobacterium sp. TMB1-7,cryobacterium sp. tmb1-7,0,TRUE,longest_validated_sequence
WP_134501015.1,NirK,316,1259145,Cryobacterium glaciale,cryobacterium glaciale,1,TRUE,longest_validated_sequence
WP_134510068.1,NirK,316,1259190,Cryobacterium mannosilyticum,cryobacterium mannosilyticum,1,TRUE,longest_validated_sequence
WP_134513239.1,NirK,316,1259198,Cryobacterium suzukii,cryobacterium suzukii,1,TRUE,longest_validated_sequence
WP_134513944.1,NirK,316,1259198,Cryobacterium suzukii,cryobacterium suzukii,1,FALSE,
WP_134521025.1,NirK,316,1259150,Cryobacterium frigoriphilum,cryobacterium frigoriphilum,1,TRUE,longest_validated_sequence
WP_134524621.1,NirK,316,1259157,Cryobacterium fucosi,cryobacterium fucosi,1,TRUE,longest_validated_sequence
WP_134527552.1,NirK,316,1259201,Cryobacterium serini,cryobacterium serini,1,TRUE,longest_validated_sequence
WP_134529194.1,NirK,316,1259201,Cryobacterium serini,cryobacterium serini,1,FALSE,
WP_134533597.1,NirK,316,1259183,Cryobacterium algoricola,cryobacterium algoricola,1,TRUE,longest_validated_sequence
WP_134538489.1,NirK,316,1259146,Cryobacterium sp. HLT2-28,cryobacterium sp. hlt2-28,0,TRUE,longest_validated_sequence
WP_134547931.1,NirK,316,1259147,Cryobacterium sp. Hb1,cryobacterium sp. hb1,0,TRUE,longest_validated_sequence
WP_134548145.1,NirK,316,1259147,Cryobacterium sp. Hb1,cryobacterium sp. hb1,0,FALSE,
WP_134551080.1,NirK,316,1259164,Cryobacterium gelidum,cryobacterium gelidum,1,TRUE,longest_validated_sequence
WP_134555465.1,NirK,316,1259197,Cryobacterium ruanii,cryobacterium ruanii,1,TRUE,longest_validated_sequence
WP_134558544.1,NirK,316,1259168;1259169;2649013,Cryobacterium sp. MDB1-18-1;Cryobacterium sp. MDB1-18-2;unclassified Cryobacterium,unclassified cryobacterium,1,FALSE,
WP_134561346.1,NirK,316,1259175,Cryobacterium glucosi,cryobacterium glucosi,1,TRUE,longest_validated_sequence
WP_134565876.1,NirK,316,1259184,Cryobacterium algoritolerans,cryobacterium algoritolerans,1,TRUE,longest_validated_sequence
WP_134569663.1,NirK,316,1259194,Cryobacterium sp. Sr3,cryobacterium sp. sr3,0,TRUE,longest_validated_sequence
WP_134572131.1,NirK,316,1259228,Cryobacterium lyxosi,cryobacterium lyxosi,1,TRUE,longest_validated_sequence
WP_134642112.1,NirK,316,1259202,Cryobacterium lactosi,cryobacterium lactosi,1,TRUE,longest_validated_sequence
WP_134674097.1,NirK,354,2565782,Luteimonas yindakuii,luteimonas yindakuii,1,TRUE,longest_validated_sequence
WP_134779857.1,NirK,315,256701,Glutamicibacter arilaitensis,glutamicibacter arilaitensis,1,FALSE,
WP_134852380.1,NirK,316,2559593,Cellulomonas sp. HD19AZ1,cellulomonas sp. hd19az1,0,TRUE,longest_validated_sequence
WP_135030652.1,NirK,314,384602,Micrococcus flavus,micrococcus flavus,1,TRUE,longest_validated_sequence
WP_135220085.1,NirK,361,2026681,Flavobacterium foetidum,flavobacterium foetidum,1,TRUE,longest_validated_sequence
WP_135225702.1,NirK,342,2546351,Thermaerobacter sp. FW80,thermaerobacter sp. fw80,0,TRUE,longest_validated_sequence
WP_135277189.1,NirK,360,2080758,Methylotenera oryzisoli,methylotenera oryzisoli,1,TRUE,longest_validated_sequence
WP_135541482.1,NirK,315,2483795,Brevibacterium sp. S111,brevibacterium sp. s111,0,TRUE,longest_validated_sequence
WP_135578521.1,NirK,354,172,Leptospira biflexa,leptospira biflexa,1,FALSE,
WP_135600214.1,NirK,354,2484964,Leptospira noumeaensis,leptospira noumeaensis,1,TRUE,longest_validated_sequence
WP_135629391.1,NirK,354,29508,Leptospira meyeri,leptospira meyeri,1,FALSE,
WP_135692645.1,NirK,354,2484912,Leptospira mtsangambouensis,leptospira mtsangambouensis,1,TRUE,longest_validated_sequence
WP_135702203.1,NirK,354,2023178,Leptospira levettii,leptospira levettii,1,FALSE,
WP_135709528.1,NirK,339,51048,Actinobacillus porcinus,actinobacillus porcinus,1,TRUE,longest_validated_sequence
WP_135736679.1,NirK,354,172,Leptospira biflexa,leptospira biflexa,1,FALSE,
WP_135743400.1,NirK,354,2484903,Leptospira bandrabouensis,leptospira bandrabouensis,1,TRUE,longest_validated_sequence
WP_135747094.1,NirK,354,2484962,Leptospira bourretii,leptospira bourretii,1,TRUE,longest_validated_sequence
WP_135768066.1,NirK,344,2484981,Leptospira fletcheri,leptospira fletcheri,1,TRUE,longest_validated_sequence
WP_135802904.1,NirK,355,1697557,Marinobacter confluentis,marinobacter confluentis,1,TRUE,longest_validated_sequence
WP_135813392.1,NirK,344,2484979,Leptospira fluminis,leptospira fluminis,1,TRUE,longest_validated_sequence
WP_135877315.1,NirK,361,2559571,Flavivirga rizhaonensis,flavivirga rizhaonensis,1,TRUE,longest_validated_sequence
WP_135945380.1,NirK,314,1133559,Marinicauda pacifica,marinicauda pacifica,1,TRUE,longest_validated_sequence
WP_135969601.1,NirK,340,1796644,Rodentibacter caecimuris,rodentibacter caecimuris,1,FALSE,
WP_135994653.1,NirK,314,2029849,Marinicauda algicola,marinicauda algicola,1,TRUE,longest_validated_sequence
WP_136257667.1,NirK,374,75310,Rhodanobacter lindaniclasticus,rhodanobacter lindaniclasticus,1,FALSE,
WP_136258034.1,NirK,324,75310,Rhodanobacter lindaniclasticus,rhodanobacter lindaniclasticus,1,FALSE,
WP_136404420.1,NirK,365,2565924,Flavobacterium supellecticarium,flavobacterium supellecticarium,1,TRUE,longest_validated_sequence
WP_136412718.1,NirK,354,2565782,Luteimonas yindakuii,luteimonas yindakuii,1,FALSE,
WP_136468719.1,NirK,362,2562684,Flagellimonas onchidii,flagellimonas onchidii,1,TRUE,longest_validated_sequence
WP_136559363.1,NirK,314,1850373,Peteryoungia rhizophila,peteryoungia rhizophila,1,TRUE,longest_validated_sequence
WP_136669220.1,NirK,360,2529860,Flavobacterium sp. H122,flavobacterium sp. h122,0,TRUE,longest_validated_sequence
WP_136849816.1,NirK,372,2562283,Sinimarinibacterium arenosum,sinimarinibacterium arenosum,1,TRUE,longest_validated_sequence
WP_137040440.1,NirK,386,28449,Neisseria subflava,neisseria subflava,1,TRUE,longest_validated_sequence
WP_137142480.1,NirK,318,192,Azospirillum brasilense,azospirillum brasilense,1,FALSE,
WP_137159045.1,NirK,316,1840703,Blastococcus sp. CCUG 61487,blastococcus sp. ccug 61487,0,TRUE,longest_validated_sequence
WP_137724223.1,NirK,311,2545757,Prescottella subtropica,prescottella subtropica,1,TRUE,longest_validated_sequence
WP_137773573.1,NirK,316,2567881,Citricoccus sp. SGAir0253,citricoccus sp. sgair0253,0,TRUE,longest_validated_sequence
WP_137872657.1,NirK,311,2502252,Rhodococcus sp. Q,rhodococcus sp. q,0,TRUE,longest_validated_sequence
WP_138093582.1,NirK,349,371142,Sphingobacterium daejeonense,sphingobacterium daejeonense,1,FALSE,
WP_138113532.1,NirK,366,2508996,Maribacter sp. ACAM166,maribacter sp. acam166,0,TRUE,longest_validated_sequence
WP_138219788.1,NirK,314,1747,Cutibacterium acnes,cutibacterium acnes,1,FALSE,
WP_138430994.1,NirK,327,1920650,Fodinibius saliphilus,fodinibius saliphilus,1,TRUE,longest_validated_sequence
WP_138562108.1,NirK,359,194690;3140417;579534,unclassified Pseudoalteromonas;Pseudoalteromonas sp. S3260;Pseudoalteromonas sp. D48-MNA-CIBAN-0056,unclassified pseudoalteromonas,1,TRUE,longest_validated_sequence
WP_138640417.1,NirK,317,882440,Actinomadura geliboluensis,actinomadura geliboluensis,1,TRUE,longest_validated_sequence
WP_138680139.1,NirK,314,1749,Acidipropionibacterium jensenii,acidipropionibacterium jensenii,1,FALSE,
WP_138832263.1,NirK,362,2583815,Flagellimonas algicola,flagellimonas algicola,1,TRUE,longest_validated_sequence
WP_138930197.1,NirK,364,1310165,Ralstonia pseudosolanacearum,ralstonia pseudosolanacearum,1,FALSE,
WP_138996306.1,NirK,311,43772,Rhodococcus zopfii,rhodococcus zopfii,1,FALSE,
WP_138999561.1,NirK,315,43772,Rhodococcus zopfii,rhodococcus zopfii,1,FALSE,
WP_139066649.1,NirK,361,2058174;2058175;2183747,Antarcticibacterium;Antarcticibacterium flavum;Antarcticibacterium sp. W02-3,antarcticibacterium flavum,1,TRUE,longest_validated_sequence
WP_139090738.1,NirK,342,29581,Janthinobacterium lividum,janthinobacterium lividum,1,FALSE,
WP_139094491.1,NirK,311,2547244,Amycolatopsis alkalitolerans,amycolatopsis alkalitolerans,1,TRUE,longest_validated_sequence
WP_139448239.1,NirK,375,2546226,Arenimonas terrae,arenimonas terrae,1,TRUE,longest_validated_sequence
WP_139578440.1,NirK,316,1712871,Microbispora catharanthi,microbispora catharanthi,1,TRUE,longest_validated_sequence
WP_139581628.1,NirK,392,485,Neisseria gonorrhoeae,neisseria gonorrhoeae,1,FALSE,
WP_139717422.1,NirK,374,2202149,Thermomonas aquatica,thermomonas aquatica,1,TRUE,longest_validated_sequence
WP_139722320.1,NirK,317,767452,Serinicoccus chungangensis,serinicoccus chungangensis,1,FALSE,
WP_139856592.1,NirK,365,1382458;153265;2760087,Aequorivita;Aequorivita sinensis;Aequorivita sp. 609,aequorivita sinensis,1,TRUE,longest_validated_sequence
WP_139931610.1,NirK,314,2589797,Georgenia yuyongxinii,georgenia yuyongxinii,1,TRUE,longest_validated_sequence
WP_139957310.1,NirK,365,2585141,Flavicella sediminum,flavicella sediminum,1,TRUE,longest_validated_sequence
WP_140179206.1,NirK,317,2493090,Thermomonospora catenispora,thermomonospora catenispora,1,TRUE,longest_validated_sequence
WP_140459048.1,NirK,317,931536,Cellulomonas oligotrophica,cellulomonas oligotrophica,1,TRUE,longest_validated_sequence
WP_140622317.1,NirK,375,2589816,Pontibacter mangrovi,pontibacter mangrovi,1,TRUE,longest_validated_sequence
WP_140648341.1,NirK,375,582702,Rhodanobacter glycinis,rhodanobacter glycinis,1,TRUE,longest_validated_sequence
WP_140908678.1,NirK,374,2559601,Cognatiluteimonas lumbrici,cognatiluteimonas lumbrici,1,TRUE,longest_validated_sequence
WP_141170728.1,NirK,342,2590869,Janthinobacterium tructae,janthinobacterium tructae,1,TRUE,longest_validated_sequence
WP_141320416.1,NirK,316,1714,Cellulomonas uda,cellulomonas uda,1,TRUE,longest_validated_sequence
WP_141337993.1,NirK,315,282060,Ornithinimicrobium kibberense,ornithinimicrobium kibberense,1,TRUE,longest_validated_sequence
WP_141365806.1,NirK,315,43667,Glutamicibacter uratoxydans,glutamicibacter uratoxydans,1,TRUE,longest_validated_sequence
WP_141368700.1,NirK,316,1712,Cellulomonas gelida,cellulomonas gelida,1,TRUE,longest_validated_sequence
WP_141372185.1,NirK,317,43670,Cellulomonas cellasea,cellulomonas cellasea,1,TRUE,longest_validated_sequence
WP_141379819.1,NirK,314,33885,Microbacterium lacticum,microbacterium lacticum,1,TRUE,longest_validated_sequence
WP_141483468.1,NirK,346,1605891,Marilutibacter maris,marilutibacter maris,1,FALSE,
WP_141510856.1,NirK,341,1882741,Ramlibacter sp. WS9,ramlibacter sp. ws9,0,TRUE,longest_validated_sequence
WP_141514885.1,NirK,366,305,Ralstonia solanacearum,ralstonia solanacearum,1,FALSE,
WP_141582436.1,NirK,317,2591108,Actinomadura sp. WMMA1423,actinomadura sp. wmma1423,0,TRUE,longest_validated_sequence
WP_141622976.1,NirK,342,2591633,Marilutibacter alkalisoli,marilutibacter alkalisoli,1,TRUE,longest_validated_sequence
WP_141735102.1,NirK,363,708132,Oligoflexus tunisiensis,oligoflexus tunisiensis,1,TRUE,longest_validated_sequence
WP_141776209.1,NirK,315,2768447,Phycicoccus sp. SLBN-51,phycicoccus sp. slbn-51,0,TRUE,longest_validated_sequence
WP_141783520.1,NirK,314,82346,Ornithinicoccus hortensis,ornithinicoccus hortensis,1,TRUE,longest_validated_sequence
WP_141814906.1,NirK,364,699437,Arcticibacter tournemirensis,arcticibacter tournemirensis,1,FALSE,
WP_141821092.1,NirK,315,125288,Ornithinimicrobium humiphilum,ornithinimicrobium humiphilum,1,TRUE,longest_validated_sequence
WP_141881572.1,NirK,314,1162970,Homoserinimonas aerilata,homoserinimonas aerilata,1,TRUE,longest_validated_sequence
WP_141897470.1,NirK,316,630514,Paramicrobacterium agarici,paramicrobacterium agarici,1,FALSE,
WP_141966898.1,NirK,317,337895,Actinomadura hallensis,actinomadura hallensis,1,TRUE,longest_validated_sequence
WP_142092673.1,NirK,314,1753,Propioniferax innocua,propioniferax innocua,1,TRUE,longest_validated_sequence
WP_142126269.1,NirK,338,1690214,Pseudoxanthomonas sp. 3HH-4,pseudoxanthomonas sp. 3hh-4,0,TRUE,longest_validated_sequence
WP_142162340.1,NirK,317,2768446,Cellulomonas sp. SLBN-39,cellulomonas sp. slbn-39,0,TRUE,longest_validated_sequence
WP_142261398.1,NirK,317,103836,Thermopolyspora flexuosa,thermopolyspora flexuosa,1,TRUE,longest_validated_sequence
WP_142523899.1,NirK,315,1335061,Pseudorhizobium flavum,pseudorhizobium flavum,1,FALSE,
WP_142533587.1,NirK,365,1168039,Saccharicrinis carchari,saccharicrinis carchari,1,TRUE,longest_validated_sequence
WP_142589950.1,NirK,316,1233081,Pseudorhizobium halotolerans,pseudorhizobium halotolerans,1,TRUE,longest_validated_sequence
WP_142593868.1,NirK,320,1191678,Pseudorhizobium endolithicum,pseudorhizobium endolithicum,1,TRUE,longest_validated_sequence
WP_142660518.1,NirK,337,1041768,Methylacidimicrobium tartarophylax,methylacidimicrobium tartarophylax,1,TRUE,longest_validated_sequence
WP_142702127.1,NirK,353,2231053,Bdellovibrio sp. ZAP7,bdellovibrio sp. zap7,0,TRUE,longest_validated_sequence
WP_142713408.1,NirK,357,1214077,Fodinibius sediminis,fodinibius sediminis,1,TRUE,longest_validated_sequence
WP_142786580.1,NirK,362,2049305,Changchengzhania lutea,changchengzhania lutea,1,TRUE,longest_validated_sequence
WP_142846792.1,NirK,316,2502183,Telmatospirillum sp. J64-1,telmatospirillum sp. j64-1,0,TRUE,longest_validated_sequence
WP_143375829.1,NirK,367,2594429,Flavobacterium sp. ZT3R18,flavobacterium sp. zt3r18,0,TRUE,longest_validated_sequence
WP_143783380.1,NirK,316,2594265,Ornithinimicrobium ciconiae,ornithinimicrobium ciconiae,1,TRUE,longest_validated_sequence
WP_143851826.1,NirK,330,2594269,Chryseobacterium sp. SNU WT5,chryseobacterium sp. snu wt5,0,TRUE,longest_validated_sequence
WP_143906893.1,NirK,315,2597660,Tomitella fengzijianii,tomitella fengzijianii,1,TRUE,longest_validated_sequence
WP_143937156.1,NirK,313,1689449,Tessaracoccus rhinocerotis,tessaracoccus rhinocerotis,1,TRUE,longest_validated_sequence
WP_144079049.1,NirK,315,1266370;2940485;35800,Nitrospina;Nitrospina gracilis 3/211;Nitrospina sp. Nb-3,nitrospina gracilis,1,TRUE,longest_validated_sequence
WP_144085168.1,NirK,311,1678;2750996;2750998,Bifidobacterium;Bifidobacterium apousia;Bifidobacterium sp. W8120,bifidobacterium apousia,1,TRUE,longest_validated_sequence
WP_144214668.1,NirK,361,165435,uncultured Flavobacterium sp.,uncultured flavobacterium,1,FALSE,
WP_144589290.1,NirK,310,2053003,Amycolatopsis rhizosphaerae,amycolatopsis rhizosphaerae,1,TRUE,longest_validated_sequence
WP_144812421.1,NirK,377,686800,Aerolutibacter ruishenii,aerolutibacter ruishenii,1,TRUE,longest_validated_sequence
WP_144931580.1,NirK,315,1049583;2719588;3073548;57493,Kocuria;Kocuria marina subsp. indica;Kocuria sp. KD4;Kocuria sp. CPCC 204721,kocuria marina,1,FALSE,
WP_144962437.1,NirK,364,1249981,Gillisia sp. Hel_I_86,gillisia sp. hel_i_86,0,TRUE,longest_validated_sequence
WP_144998475.1,NirK,315,1049583;223184,Kocuria marina;Kocuria marina subsp. indica,kocuria marina,1,FALSE,
WP_145006945.1,NirK,315,1049583;223184,Kocuria marina;Kocuria marina subsp. indica,kocuria marina,1,FALSE,
WP_145675409.1,NirK,318,192,Azospirillum brasilense,azospirillum brasilense,1,FALSE,
WP_145706941.1,NirK,318,1064539,Azospirillum baldaniorum,azospirillum baldaniorum,1,FALSE,
WP_145881768.1,NirK,355,871742,Pseudoduganella flava,pseudoduganella flava,1,TRUE,longest_validated_sequence
WP_146804738.1,NirK,316,76861,Cellulomonas persica,cellulomonas persica,1,TRUE,longest_validated_sequence
WP_146819017.1,NirK,316,43671,Actinotalea fermentans,actinotalea fermentans,1,TRUE,longest_validated_sequence
WP_146832847.1,NirK,316,156981,Cellulomonas hominis,cellulomonas hominis,1,TRUE,longest_validated_sequence
WP_146834631.1,NirK,363,2585771,Antarcticibacterium arcticum,antarcticibacterium arcticum,1,TRUE,longest_validated_sequence
WP_146842450.1,NirK,316,266130,Cellulomonas composti,cellulomonas composti,1,TRUE,longest_validated_sequence
WP_146888984.1,NirK,364,291193,Gelidibacter salicanalis,gelidibacter salicanalis,1,TRUE,longest_validated_sequence
WP_146912692.1,NirK,322,2597701,Comamonas flocculans,comamonas flocculans,1,TRUE,longest_validated_sequence
WP_146952117.1,NirK,318,931535,Cellulomonas soli,cellulomonas soli,1,TRUE,longest_validated_sequence
WP_146958394.1,NirK,368,2600177,Allomicrovenator marinus,allomicrovenator marinus,1,TRUE,longest_validated_sequence
WP_146976637.1,NirK,357,2600176,Lujinxingia vulgaris,lujinxingia vulgaris,1,TRUE,longest_validated_sequence
WP_146979442.1,NirK,357,2600176,Lujinxingia vulgaris,lujinxingia vulgaris,1,FALSE,
WP_147115176.1,NirK,364,2508540,Polaribacter sp. IC073,polaribacter sp. ic073,0,TRUE,longest_validated_sequence
WP_147222082.1,NirK,382,45611,Psychrobacter frigidicola,psychrobacter frigidicola,1,TRUE,longest_validated_sequence
WP_147341024.1,NirK,317,2293572,Actinomadura logoneensis,actinomadura logoneensis,1,TRUE,longest_validated_sequence
WP_147628282.1,NirK,325,582702,Rhodanobacter glycinis,rhodanobacter glycinis,1,FALSE,
WP_147651974.1,NirK,376,2598725,Vulcaniibacterium gelatinicum,vulcaniibacterium gelatinicum,1,TRUE,longest_validated_sequence
WP_147672179.1,NirK,366,2599390,Flavobacterium sp. XN-5,flavobacterium sp. xn-5,0,TRUE,longest_validated_sequence
WP_147678262.1,NirK,365,2599389,Algibacter pacificus,algibacter pacificus,1,TRUE,longest_validated_sequence
WP_147921433.1,NirK,375,2603253,Pontibacter qinzhouensis,pontibacter qinzhouensis,1,TRUE,longest_validated_sequence
WP_148082718.1,NirK,389,487,Neisseria meningitidis,neisseria meningitidis,1,FALSE,
WP_148370826.1,NirK,365,291189,Bizionia saleffrena,bizionia saleffrena,1,TRUE,longest_validated_sequence
WP_148381297.1,NirK,365,291188,Bizionia gelidisalsuginis,bizionia gelidisalsuginis,1,TRUE,longest_validated_sequence
WP_148403945.1,NirK,365,291186,Bizionia myxarmorum,bizionia myxarmorum,1,TRUE,longest_validated_sequence
WP_148455667.1,NirK,363,2592046,Formosa maritima,formosa maritima,1,TRUE,longest_validated_sequence
WP_148897526.1,NirK,326,860790,Fodinibius salinus,fodinibius salinus,1,TRUE,longest_validated_sequence
