species,taxid,organism_name,nirK_present,pcuac_present,class,nirK_rep_accession,pcuac_rep_accession,species_resolved,nirK_length,nirK_molecular_weight,nirK_isoelectric_point,nirK_gravy,nirK_aromaticity,nirK_aa_frac_A,nirK_aa_frac_C,nirK_aa_frac_D,nirK_aa_frac_E,nirK_aa_frac_F,nirK_aa_frac_G,nirK_aa_frac_H,nirK_aa_frac_I,nirK_aa_frac_K,nirK_aa_frac_L,nirK_aa_frac_M,nirK_aa_frac_N,nirK_aa_frac_P,nirK_aa_frac_Q,nirK_aa_frac_R,nirK_aa_frac_S,nirK_aa_frac_T,nirK_aa_frac_V,nirK_aa_frac_W,nirK_aa_frac_Y,pcuac_length,pcuac_molecular_weight,pcuac_isoelectric_point,pcuac_gravy,pcuac_aromaticity,pcuac_aa_frac_A,pcuac_aa_frac_C,pcuac_aa_frac_D,pcuac_aa_frac_E,pcuac_aa_frac_F,pcuac_aa_frac_G,pcuac_aa_frac_H,pcuac_aa_frac_I,pcuac_aa_frac_K,pcuac_aa_frac_L,pcuac_aa_frac_M,pcuac_aa_frac_N,pcuac_aa_frac_P,pcuac_aa_frac_Q,pcuac_aa_frac_R,pcuac_aa_frac_S,pcuac_aa_frac_T,pcuac_aa_frac_V,pcuac_aa_frac_W,pcuac_aa_frac_Y
unclassified rhizobacter,1736435;1736479;1736511;2640088;3232417;2640088;3232512;3232513;2640088;3232531;3232539,unclassified Rhizobacter;Rhizobacter sp. P3_B12;Rhizobacter sp. P3_C12,1,1,both,WP_056806045.1,WP_056804554.1,1,365,38669.77,6.712,-0.009,0.08493,0.10411,0.00274,0.0411,0.04932,0.04658,0.11507,0.03562,0.04658,0.05479,0.07397,0.02466,0.03014,0.07397,0.02192,0.03014,0.04932,0.06849,0.09315,0.00274,0.03562,139,14823.01,8.042,-0.0885,0.05036,0.15108,0.0,0.04317,0.07914,0.03597,0.10791,0.02878,0.02878,0.06475,0.10791,0.04317,0.02158,0.05036,0.01439,0.06475,0.02158,0.05036,0.07194,0.0,0.01439
formosa algae,225843,Formosa algae,1,0,nirK_only,WP_057782230.1,NA,1,365,39523.72,5.332,-0.1148,0.08219,0.07671,0.00548,0.04658,0.07945,0.04932,0.11507,0.03288,0.05205,0.06301,0.08219,0.03288,0.05205,0.06027,0.02192,0.02466,0.03288,0.04658,0.09315,0.00274,0.03014,,,,,,,,,,,,,,,,,,,,,,,,,
pseudoalteromonas translucida,1315283;166935,Pseudoalteromonas translucida;Pseudoalteromonas translucida KMM 520,1,0,nirK_only,WP_058373372.1,NA,1,359,38688.45,5.285,-0.0563,0.08914,0.08635,0.00279,0.04178,0.06964,0.05292,0.10028,0.03343,0.06128,0.05014,0.07521,0.02507,0.0585,0.06407,0.0195,0.02228,0.05571,0.0585,0.08635,0.00557,0.03064,,,,,,,,,,,,,,,,,,,,,,,,,
kocuria flava,446860,Kocuria flava,1,0,nirK_only,WP_083529217.1,NA,1,317,33299.31,5.106,0.0703,0.0694,0.11672,0.00315,0.03785,0.05994,0.03155,0.11987,0.03785,0.0347,0.00946,0.08517,0.02839,0.02839,0.07571,0.04101,0.04101,0.05047,0.05363,0.10726,0.00946,0.02839,,,,,,,,,,,,,,,,,,,,,,,,,
kocuria rosea,1275;1275;136273;136273;3073551;57493,Kocuria rosea,1,0,nirK_only,WP_058874001.1,NA,1,317,33486.68,5.147,0.0886,0.0694,0.1041,0.00315,0.03785,0.06625,0.0347,0.12303,0.0347,0.03785,0.00946,0.08833,0.02839,0.02524,0.07571,0.03155,0.05047,0.04732,0.05678,0.11041,0.00946,0.02524,,,,,,,,,,,,,,,,,,,,,,,,,
serinicoccus chungangensis,767452,Serinicoccus chungangensis,1,0,nirK_only,WP_058889972.1,NA,1,317,33391.32,4.919,0.0293,0.06309,0.11356,0.00315,0.05363,0.05678,0.0347,0.10726,0.0347,0.03785,0.00631,0.07886,0.02839,0.01577,0.07886,0.0347,0.05047,0.05047,0.08517,0.10095,0.00946,0.01893,,,,,,,,,,,,,,,,,,,,,,,,,
elizabethkingia ursingii,1756150,Elizabethkingia ursingii,1,0,nirK_only,WP_059323372.1,NA,1,330,35605.09,5.802,-0.1345,0.1,0.07879,0.00606,0.03939,0.07273,0.06364,0.11818,0.02424,0.0697,0.07576,0.05758,0.01818,0.0697,0.05758,0.01818,0.01818,0.03939,0.04848,0.08788,0.00303,0.03333,,,,,,,,,,,,,,,,,,,,,,,,,
rodentibacter caecimuris,1796644,Rodentibacter caecimuris,1,0,nirK_only,WP_059366771.1,NA,1,340,36942.97,6.216,-0.1044,0.08235,0.08235,0.00294,0.02647,0.07353,0.04706,0.09118,0.02059,0.07647,0.06176,0.07059,0.03529,0.05,0.06471,0.03529,0.02941,0.06765,0.05882,0.07059,0.00294,0.03235,,,,,,,,,,,,,,,,,,,,,,,,,
burkholderia savannae,1637836;1637837;1637838;1637839;1637840;32008;1637837,Burkholderia savannae,1,0,nirK_only,WP_059575979.1,NA,1,368,39491.42,6.308,-0.1356,0.09239,0.10326,0.00272,0.05978,0.04348,0.05707,0.10326,0.03261,0.0462,0.05163,0.0625,0.02717,0.04076,0.07609,0.01902,0.04076,0.0462,0.06522,0.08696,0.00272,0.03261,,,,,,,,,,,,,,,,,,,,,,,,,
burkholderia mayonis,1385591,Burkholderia mayonis,1,0,nirK_only,WP_066492661.1,NA,1,368,39391.25,6.414,-0.1234,0.08967,0.10598,0.00272,0.05978,0.04076,0.05163,0.09783,0.02989,0.03533,0.05163,0.06522,0.02717,0.04076,0.07065,0.01902,0.04076,0.05163,0.07337,0.09783,0.00272,0.03533,,,,,,,,,,,,,,,,,,,,,,,,,
unclassified burkholderia,1636423;1636424;2613784,Burkholderia sp. MSMB1588;Burkholderia sp. MSMB1552;unclassified Burkholderia,1,0,nirK_only,WP_059931757.1,NA,1,367,39234.15,6.259,-0.1332,0.08992,0.11444,0.00272,0.06267,0.04087,0.0545,0.10082,0.02997,0.03815,0.05177,0.05995,0.02997,0.03815,0.07902,0.0218,0.04087,0.04087,0.0654,0.09264,0.00272,0.0327,,,,,,,,,,,,,,,,,,,,,,,,,
corynebacterium xerosis,1223513;1725;1725,Corynebacterium xerosis,1,0,nirK_only,WP_060925701.1,NA,1,306,32890.45,4.776,-0.1899,0.0817,0.10458,0.00327,0.0719,0.06536,0.03268,0.11438,0.05229,0.05229,0.01961,0.04902,0.03922,0.01634,0.07516,0.02941,0.03595,0.04248,0.05882,0.08824,0.01634,0.03268,,,,,,,,,,,,,,,,,,,,,,,,,
ramlibacter tataouinensis,1349425;174951;94132;94132,Ramlibacter tataouinensis,1,1,both,WP_061501064.1,WP_271232753.1,1,359,38435.58,7.891,-0.0916,0.08914,0.09471,0.00557,0.04178,0.04735,0.04735,0.11142,0.03064,0.05292,0.06407,0.0585,0.03064,0.04735,0.07242,0.02786,0.02786,0.04457,0.05571,0.09749,0.00279,0.039,136,14339.74,9.519,0.2132,0.04412,0.17647,0.0,0.0,0.06618,0.02206,0.06618,0.02206,0.01471,0.05147,0.11765,0.05882,0.01471,0.08088,0.05147,0.03676,0.05882,0.05147,0.08824,0.01471,0.00735
demequina aurantiaca,676200,Demequina aurantiaca,1,0,nirK_only,WP_061965442.1,NA,1,314,33088.61,4.445,-0.0487,0.07006,0.09873,0.00318,0.07325,0.06688,0.03503,0.1242,0.03185,0.04459,0.01911,0.07006,0.02548,0.02229,0.06688,0.03503,0.03503,0.05414,0.05096,0.10828,0.00955,0.02548,,,,,,,,,,,,,,,,,,,,,,,,,
lentimicrobium saccharophilum,1678841,Lentimicrobium saccharophilum,1,0,nirK_only,WP_062045467.1,NA,1,362,39196.14,5.16,-0.0337,0.09945,0.09116,0.00552,0.04696,0.06906,0.06354,0.10497,0.02762,0.07182,0.05249,0.06077,0.02486,0.05525,0.06354,0.03039,0.02486,0.04144,0.04144,0.0884,0.00276,0.03315,,,,,,,,,,,,,,,,,,,,,,,,,
aquimarina longa,1080221;1379258,Aquimarina longa;Aquimarina longa SW024,1,0,nirK_only,WP_062061456.1,NA,1,364,39482.55,5.346,-0.1992,0.07967,0.05769,0.00549,0.05495,0.07143,0.04121,0.11538,0.02747,0.0522,0.06868,0.07418,0.03571,0.0522,0.05769,0.02198,0.02473,0.0467,0.05495,0.0989,0.00275,0.03571,,,,,,,,,,,,,,,,,,,,,,,,,
demequina aestuarii,327095,Demequina aestuarii,1,0,nirK_only,WP_062133301.1,NA,1,313,32726.25,4.688,0.0316,0.0639,0.13099,0.00319,0.05751,0.07029,0.03514,0.11502,0.03195,0.04153,0.00319,0.07029,0.01917,0.01278,0.06709,0.02875,0.05751,0.05751,0.0639,0.10543,0.00958,0.01917,,,,,,,,,,,,,,,,,,,,,,,,,
pseudoxanthomonas mexicana,128785;128785;1871049;2932492;3126308;3240877;83618;128785;1871049;83618,Pseudoxanthomonas mexicana,1,1,both,WP_411833220.1,WP_062355030.1,1,344,37039.58,5.646,-0.1576,0.09302,0.0814,0.00581,0.0407,0.06977,0.05523,0.11337,0.0436,0.05233,0.05814,0.06105,0.02616,0.03779,0.07267,0.02907,0.01744,0.0436,0.06686,0.08721,0.00291,0.03488,127,13831.18,9.513,-0.0079,0.0315,0.09449,0.00787,0.0315,0.07087,0.01575,0.07874,0.0315,0.0315,0.06299,0.13386,0.03937,0.0315,0.08661,0.01575,0.07087,0.03937,0.0315,0.11024,0.00787,0.00787
gordonia phthalatica,1136941,Gordonia phthalatica,1,0,nirK_only,WP_062392112.1,NA,1,314,33502.75,7.945,-0.1178,0.06688,0.10191,0.00318,0.06369,0.02548,0.03185,0.11146,0.03185,0.04459,0.02548,0.07006,0.02866,0.02229,0.07643,0.0414,0.06688,0.05096,0.07006,0.09873,0.01274,0.02229,,,,,,,,,,,,,,,,,,,,,,,,,
mizugakiibacter sediminis,1475481,Mizugakiibacter sediminis,1,0,nirK_only,WP_062535522.1,NA,1,350,37496.38,6.153,-0.1189,0.08571,0.09429,0.00857,0.05143,0.05429,0.04857,0.11714,0.04,0.04,0.04571,0.06857,0.02571,0.02857,0.09143,0.02,0.04286,0.03143,0.05714,0.09714,0.00571,0.03143,,,,,,,,,,,,,,,,,,,,,,,,,
dyella thiooxydans,445710,Dyella thiooxydans,1,0,nirK_only,WP_063673309.1,NA,1,375,39866.9,5.813,-0.0853,0.08,0.08533,0.00533,0.048,0.05333,0.04533,0.11467,0.04,0.05067,0.05333,0.064,0.02933,0.032,0.07733,0.02667,0.02133,0.048,0.07733,0.09333,0.00267,0.032,,,,,,,,,,,,,,,,,,,,,,,,,
cutibacterium namnetense,1574624,Cutibacterium namnetense,1,0,nirK_only,WP_063810714.1,NA,1,314,34242.98,6.515,-0.0433,0.07325,0.11783,0.01274,0.03185,0.06051,0.0414,0.08917,0.05732,0.05414,0.02866,0.07006,0.04777,0.02866,0.05732,0.03822,0.05096,0.03185,0.07325,0.07643,0.00637,0.02548,,,,,,,,,,,,,,,,,,,,,,,,,
dietzia cinnamea,1223524;321318;1349764;321318;37914;321318,Dietzia cinnamea,1,0,nirK_only,WP_063935193.1,NA,1,313,33081.9,4.948,-0.0134,0.07987,0.12141,0.00319,0.0639,0.0607,0.04473,0.11502,0.03195,0.02556,0.01278,0.0607,0.02556,0.01597,0.08307,0.01597,0.0607,0.03834,0.0639,0.12141,0.00958,0.02556,,,,,,,,,,,,,,,,,,,,,,,,,
methylomonas methanica,1538553;416;421;421,Methylomonas methanica,1,0,nirK_only,WP_064044675.1,NA,1,310,33352.86,6.35,-0.0532,0.08065,0.09677,0.00645,0.03871,0.06452,0.03871,0.1129,0.04194,0.06452,0.06129,0.09032,0.02258,0.03226,0.06129,0.03226,0.02903,0.05161,0.03548,0.07742,0.00323,0.03871,,,,,,,,,,,,,,,,,,,,,,,,,
peptidiphaga gingivicola,2741497,Peptidiphaga gingivicola,1,0,nirK_only,WP_064231456.1,NA,1,311,33549.53,9.252,-0.2357,0.08682,0.12219,0.00322,0.04502,0.05145,0.0418,0.09646,0.03537,0.03215,0.04502,0.0418,0.01929,0.02572,0.06109,0.02572,0.06752,0.06109,0.06752,0.11254,0.01929,0.02572,,,,,,,,,,,,,,,,,,,,,,,,,
mycobacterium lehmannii,1763;1834115;2048550;2048550,Mycobacterium;Mycobacterium sp. 852014-52144_SCH5372336;Mycobacterium lehmannii,1,0,nirK_only,WP_064393922.1,NA,1,315,33305.33,5.455,0.0286,0.06984,0.12698,0.00317,0.05397,0.05079,0.03175,0.11111,0.02857,0.03175,0.00952,0.06984,0.02222,0.01587,0.07302,0.0381,0.06667,0.04127,0.06349,0.12381,0.0127,0.0254,,,,,,,,,,,,,,,,,,,,,,,,,
mycolicibacterium novocastrense,59813,Mycolicibacterium novocastrense,1,0,nirK_only,WP_064414132.1,NA,1,315,33549.59,6.056,-0.0717,0.06984,0.12381,0.00317,0.05714,0.04762,0.03175,0.11111,0.03175,0.04444,0.0127,0.06984,0.02222,0.01587,0.06984,0.03175,0.07619,0.04444,0.06984,0.09841,0.0127,0.0254,,,,,,,,,,,,,,,,,,,,,,,,,
mycolicibacterium elephantis,1335622;81858;81858,Mycolicibacterium elephantis,1,0,nirK_only,WP_064892138.1,NA,1,315,33227.28,5.63,0.0108,0.06984,0.13651,0.00317,0.05397,0.05079,0.03492,0.11111,0.03492,0.0381,0.01587,0.07619,0.01905,0.01587,0.07937,0.03175,0.06032,0.03175,0.06984,0.10159,0.0127,0.02222,,,,,,,,,,,,,,,,,,,,,,,,,
mycolicibacter terrae,1073531;1788;875328;1788,Mycolicibacter terrae,1,0,nirK_only,WP_064922148.1,NA,1,315,33293.34,5.672,-0.04,0.07302,0.15238,0.00635,0.06032,0.04762,0.03492,0.12063,0.04127,0.04444,0.00952,0.07619,0.0254,0.02222,0.07937,0.0254,0.06667,0.0127,0.06032,0.07619,0.0127,0.0254,,,,,,,,,,,,,,,,,,,,,,,,,
tenacibaculum ovolyticum,104270,Tenacibaculum ovolyticum,1,0,nirK_only,WP_064967111.1,NA,1,365,39011.82,5.405,-0.1384,0.07945,0.07123,0.00548,0.04658,0.06575,0.04384,0.12055,0.0274,0.04658,0.06301,0.07123,0.03014,0.06575,0.05479,0.01644,0.01918,0.0411,0.07397,0.10137,0.00274,0.03288,,,,,,,,,,,,,,,,,,,,,,,,,
mycobacterium asiaticum,1790,Mycobacterium asiaticum,1,0,nirK_only,WP_065160703.1,NA,1,314,33162.3,6.252,0.0341,0.07006,0.14968,0.00318,0.05414,0.04459,0.03503,0.11465,0.03503,0.0414,0.00955,0.0828,0.02229,0.01274,0.06688,0.03185,0.07643,0.0414,0.05414,0.08917,0.01274,0.02229,,,,,,,,,,,,,,,,,,,,,,,,,
mycobacterium paragordonae,1389713,Mycobacterium paragordonae,1,0,nirK_only,WP_065163895.1,NA,1,314,33346.57,5.859,0.0137,0.07006,0.12102,0.00318,0.05732,0.04459,0.03503,0.11146,0.03503,0.03185,0.01274,0.07325,0.02866,0.01592,0.07962,0.03503,0.06688,0.0414,0.05414,0.11783,0.01274,0.02229,,,,,,,,,,,,,,,,,,,,,,,,,
dermabacter vaginalis,1630135,Dermabacter vaginalis,1,0,nirK_only,WP_065247299.1,NA,1,319,33995.41,5.373,0.0571,0.07524,0.11285,0.00627,0.03762,0.06583,0.03762,0.10658,0.04389,0.04389,0.02194,0.08464,0.04389,0.02508,0.06897,0.02194,0.03762,0.05016,0.0721,0.0815,0.00627,0.03135,,,,,,,,,,,,,,,,,,,,,,,,,
janthinobacterium psychrotolerans,1747903,Janthinobacterium psychrotolerans,1,0,nirK_only,WP_065309702.1,NA,1,342,36192.92,6.388,-0.0254,0.07018,0.10234,0.00585,0.03509,0.05556,0.02924,0.11404,0.04094,0.04386,0.05263,0.07602,0.02632,0.02924,0.06433,0.03509,0.02632,0.04971,0.06725,0.10526,0.00292,0.03801,,,,,,,,,,,,,,,,,,,,,,,,,
polaribacter vadi,1774273,Polaribacter vadi,1,0,nirK_only,WP_065319127.1,NA,1,364,39247.44,5.606,-0.0382,0.08791,0.06868,0.00549,0.04396,0.06593,0.0522,0.11264,0.02747,0.05769,0.06593,0.07143,0.03022,0.05495,0.05495,0.01923,0.01923,0.04121,0.07143,0.10165,0.00275,0.03297,,,,,,,,,,,,,,,,,,,,,,,,,
ensifer adhaerens,106591;106592;1736534;1736558;1855293;1855294;2769274;2769277;2769281;2769283;2995137;3043861;106591;106592;2769273;106591;106592;3122071;3125792;3125799;106592,Ensifer adhaerens,1,1,both,WP_104668442.1,WP_427343707.1,1,316,33622.51,5.381,-0.1222,0.07911,0.11076,0.00633,0.05063,0.06962,0.03481,0.0981,0.03165,0.03165,0.04747,0.07278,0.01266,0.02848,0.06962,0.01899,0.03797,0.0538,0.06962,0.11076,0.00316,0.04114,145,15391.43,5.752,-0.0421,0.05517,0.13793,0.0,0.05517,0.05517,0.03448,0.09655,0.02759,0.05517,0.04138,0.06897,0.04828,0.03448,0.05517,0.02759,0.04828,0.04138,0.07586,0.07586,0.0069,0.01379
corynebacterium vitaeruminis,38305,Corynebacterium vitaeruminis,1,0,nirK_only,WP_065421355.1,NA,1,302,32724.27,4.851,-0.2556,0.08278,0.09272,0.00331,0.06623,0.07285,0.0298,0.11589,0.04967,0.05629,0.02649,0.05298,0.03311,0.01987,0.06954,0.03311,0.03642,0.03311,0.06954,0.08609,0.01656,0.03642,,,,,,,,,,,,,,,,,,,,,,,,,
acidiferrobacter thiooxydans,163359,Acidiferrobacter thiooxydans,1,0,nirK_only,WP_065969876.1,NA,1,320,34990.84,7.831,-0.0694,0.08438,0.10312,0.00937,0.03125,0.05625,0.04688,0.09688,0.04688,0.0625,0.025,0.07187,0.02813,0.03125,0.08438,0.02813,0.06563,0.02187,0.075,0.07812,0.00937,0.02813,,,,,,,,,,,,,,,,,,,,,,,,,
bergeriella denitrificans,1349758;494,Bergeriella denitrificans;Bergeriella denitrificans NBRC 102155,1,1,both,WP_066075728.1,WP_066078922.1,1,380,39774.48,5.064,-0.0458,0.08158,0.15263,0.00526,0.05526,0.05526,0.04211,0.09737,0.02368,0.05,0.05263,0.04211,0.03158,0.03421,0.06842,0.03158,0.02105,0.05263,0.05526,0.08947,0.00263,0.03684,156,16651.12,9.589,-0.2442,0.03846,0.12179,0.00641,0.03205,0.05128,0.02564,0.11538,0.07051,0.03205,0.08974,0.07051,0.05128,0.04487,0.04487,0.03205,0.03205,0.02564,0.04487,0.09615,0.00641,0.00641
gordonia hydrophobica,1223541;40516,Gordonia hydrophobica;Gordonia hydrophobica NBRC 16057,1,0,nirK_only,WP_066166147.1,NA,1,315,33710.91,6.631,-0.1343,0.06667,0.11746,0.00317,0.06349,0.03175,0.03175,0.10159,0.0381,0.02857,0.01587,0.07302,0.0254,0.02222,0.08889,0.04127,0.07302,0.03492,0.06349,0.11111,0.0127,0.02222,,,,,,,,,,,,,,,,,,,,,,,,,
formosa haliotis,1555194,Formosa haliotis,1,0,nirK_only,WP_066220425.1,NA,1,365,39688.88,5.409,-0.183,0.07945,0.06301,0.00822,0.05753,0.07397,0.04384,0.11233,0.03288,0.05753,0.07123,0.07123,0.03288,0.04384,0.06027,0.02466,0.02466,0.0411,0.04658,0.09863,0.00274,0.03288,,,,,,,,,,,,,,,,,,,,,,,,,
algorimicrobium algoritergicola,1861784;291187;49546,Flavobacteriaceae;Algorimicrobium algoritergicola;Bizionia sp. APA-3,1,0,nirK_only,WP_066255894.1,NA,1,363,39424.45,5.305,-0.2107,0.08815,0.06061,0.00551,0.04408,0.07989,0.04959,0.12121,0.02204,0.06061,0.06336,0.06887,0.03306,0.05785,0.06336,0.01928,0.0303,0.04132,0.0551,0.0854,0.00275,0.03581,,,,,,,,,,,,,,,,,,,,,,,,,
gelidibacter algens,49280,Gelidibacter algens,1,0,nirK_only,WP_066433472.1,NA,1,364,39153.69,5.588,-0.0069,0.08516,0.07418,0.00549,0.04945,0.06868,0.04945,0.12088,0.03022,0.05495,0.07418,0.07692,0.03846,0.03571,0.06319,0.02198,0.01648,0.04121,0.04121,0.10165,0.00275,0.03297,,,,,,,,,,,,,,,,,,,,,,,,,
castellaniella caeni,1349760;266123;266123,Castellaniella caeni,1,0,nirK_only,WP_232304959.1,NA,1,354,37731.27,6.351,-0.1291,0.07345,0.0904,0.00282,0.04802,0.04802,0.0452,0.10452,0.0452,0.03672,0.05085,0.07627,0.01977,0.03955,0.06215,0.03107,0.03107,0.05367,0.08475,0.10169,0.00282,0.02542,,,,,,,,,,,,,,,,,,,,,,,,,
sanguibacter suarezii,1223525;60921,Sanguibacter suarezii;Sanguibacter suarezii NBRC 16159,1,0,nirK_only,WP_066465216.1,NA,1,316,33207.11,4.798,0.0915,0.07278,0.12658,0.00316,0.05696,0.05063,0.03797,0.11076,0.03797,0.04114,0.01266,0.07595,0.02848,0.01582,0.06962,0.04114,0.03481,0.03481,0.08861,0.0981,0.00949,0.02532,,,,,,,,,,,,,,,,,,,,,,,,,
comamonas terrigena,1219032;2769280;283;32013;283;2854781;32013;32013,Comamonas terrigena,1,0,nirK_only,WP_066536892.1,NA,1,342,36252.98,5.735,-0.1032,0.06433,0.09942,0.00292,0.04386,0.0614,0.02632,0.10819,0.03509,0.04386,0.06433,0.07018,0.03216,0.02924,0.07018,0.04094,0.01462,0.03801,0.07602,0.10526,0.00292,0.03509,,,,,,,,,,,,,,,,,,,,,,,,,
cryobacterium arcticum,670052,Cryobacterium arcticum,1,0,nirK_only,WP_066596305.1,NA,1,316,33247.24,4.659,0.0807,0.06646,0.11076,0.00316,0.05696,0.05696,0.03165,0.11392,0.03481,0.03797,0.01899,0.07911,0.03797,0.02532,0.06329,0.03797,0.02848,0.0443,0.07595,0.10759,0.00949,0.02532,,,,,,,,,,,,,,,,,,,,,,,,,
serinicoccus hydrothermalis,1758689,Serinicoccus hydrothermalis,1,0,nirK_only,WP_066639500.1,NA,1,316,33738.97,5.704,-0.025,0.06962,0.0981,0.00316,0.0538,0.04747,0.03165,0.10759,0.02848,0.04114,0.03165,0.07278,0.03165,0.03165,0.05696,0.03797,0.04747,0.05063,0.07595,0.11392,0.01266,0.02532,,,,,,,,,,,,,,,,,,,,,,,,,
chloroflexus islandicus,1707952,Chloroflexus islandicus,1,0,nirK_only,WP_066784153.1,NA,1,335,35339.81,5.39,0.1128,0.07164,0.09552,0.00299,0.04179,0.04776,0.03881,0.11045,0.03284,0.05075,0.0209,0.06866,0.02388,0.04478,0.0806,0.02985,0.03582,0.03284,0.08657,0.12239,0.00299,0.02985,,,,,,,,,,,,,,,,,,,,,,,,,
carbonactinospora thermoautotrophica,1469144,Carbonactinospora thermoautotrophica,1,0,nirK_only,WP_066884672.1,NA,1,317,34118.33,6.35,-0.1956,0.07571,0.12934,0.00315,0.05363,0.05363,0.03785,0.12303,0.04101,0.02208,0.00946,0.07256,0.0347,0.02208,0.07571,0.03155,0.08517,0.00946,0.06309,0.09464,0.01262,0.02524,,,,,,,,,,,,,,,,,,,,,,,,,
microtetraspora niveoalba,46175,Microtetraspora niveoalba,1,0,nirK_only,WP_067186757.1,NA,1,316,33774.81,5.827,-0.1728,0.07278,0.12658,0.00316,0.06329,0.0538,0.03165,0.12975,0.03797,0.02532,0.01266,0.07595,0.02848,0.01582,0.07278,0.03481,0.07911,0.01899,0.04747,0.10127,0.01266,0.02848,,,,,,,,,,,,,,,,,,,,,,,,,
mycolicibacterium celeriflavum,1249101,Mycolicibacterium celeriflavum,1,0,nirK_only,WP_067222864.1,NA,1,315,33470.59,5.869,-0.0184,0.06984,0.12063,0.00317,0.05079,0.05397,0.03175,0.11111,0.03492,0.02857,0.0127,0.08254,0.01905,0.01587,0.07937,0.02857,0.06984,0.0381,0.06667,0.11429,0.0127,0.0254,,,,,,,,,,,,,,,,,,,,,,,,,
mycobacterium alsense,324058,Mycobacterium alsense,1,0,nirK_only,WP_067321096.1,NA,1,314,33243.34,5.921,-0.0041,0.07006,0.13376,0.00318,0.05096,0.05096,0.03503,0.11783,0.03185,0.0414,0.00637,0.07325,0.02548,0.01592,0.07325,0.02866,0.07643,0.03503,0.07006,0.09554,0.01274,0.02229,,,,,,,,,,,,,,,,,,,,,,,,,
halofilum ochraceum,1611323,Halofilum ochraceum,1,0,nirK_only,WP_067560704.1,NA,1,351,37432.34,4.934,-0.1963,0.07977,0.09687,0.00285,0.06268,0.07407,0.04558,0.12251,0.03419,0.03704,0.02564,0.06838,0.01709,0.02279,0.06268,0.02279,0.05413,0.04843,0.07123,0.09687,0.0057,0.02849,,,,,,,,,,,,,,,,,,,,,,,,,
nocardiopsis listeri,1348637;53440;53440,Nocardiopsis listeri,1,0,nirK_only,WP_067599404.1,NA,1,317,33587.25,4.767,-0.1379,0.07886,0.11672,0.00315,0.06309,0.07256,0.03785,0.13249,0.04101,0.02208,0.01262,0.08202,0.02524,0.01577,0.08202,0.02524,0.05047,0.02524,0.05678,0.09464,0.01262,0.02839,,,,,,,,,,,,,,,,,,,,,,,,,
actinomadura latina,1220563;163603;163603,Actinomadura latina,1,0,nirK_only,WP_067635263.1,NA,1,317,33657.88,5.932,-0.1221,0.0694,0.11987,0.00315,0.06625,0.04101,0.03155,0.12618,0.04416,0.03155,0.02524,0.07571,0.03785,0.01262,0.07886,0.0347,0.05678,0.03155,0.05363,0.09148,0.01262,0.02524,,,,,,,,,,,,,,,,,,,,,,,,,
actinomadura rubrobrunea,115335;1220567,Actinomadura rubrobrunea;Actinomadura rubrobrunea NBRC 15275,1,0,nirK_only,WP_067914316.1,NA,1,317,34050.17,6.871,-0.2,0.07886,0.13249,0.00315,0.06309,0.03785,0.03785,0.12934,0.03785,0.0347,0.00631,0.05678,0.0347,0.01893,0.0694,0.03785,0.09148,0.00946,0.06625,0.09148,0.01262,0.02839,,,,,,,,,,,,,,,,,,,,,,,,,
mycolicibacter icosiumassiliensis,1792835,Mycolicibacter icosiumassiliensis,1,0,nirK_only,WP_067974732.1,NA,1,315,33562.49,5.396,-0.1181,0.07302,0.14921,0.00635,0.06984,0.04762,0.03492,0.10794,0.0381,0.0381,0.00635,0.07619,0.02222,0.0254,0.08571,0.02857,0.07302,0.0127,0.05714,0.08254,0.0127,0.0254,,,,,,,,,,,,,,,,,,,,,,,,,
nocardioides massiliensis,1325935,Nocardioides massiliensis,1,1,both,WP_068118854.1,WP_306825041.1,1,318,33883.0,5.689,-0.0915,0.07233,0.12893,0.00314,0.04717,0.06289,0.03145,0.12264,0.03145,0.0283,0.00314,0.07862,0.03145,0.02201,0.07547,0.02516,0.08176,0.0283,0.05975,0.09748,0.00943,0.03145,129,13130.77,4.614,0.3178,0.03101,0.17829,0.00775,0.04651,0.09302,0.02326,0.11628,0.04651,0.00775,0.00775,0.09302,0.03876,0.00775,0.05426,0.00775,0.03876,0.0155,0.07752,0.13178,0.00775,0.0
janibacter melonis,262209,Janibacter melonis,1,0,nirK_only,WP_068271653.1,NA,1,312,32922.82,5.317,-0.0497,0.0609,0.12179,0.00321,0.0609,0.05769,0.03205,0.12179,0.03846,0.01923,0.00321,0.08654,0.03205,0.00641,0.07372,0.01923,0.07372,0.03846,0.08333,0.09936,0.01282,0.01603,,,,,,,,,,,,,,,,,,,,,,,,,
kribbia dieselivorans,1223526;331526,Kribbia dieselivorans;Kribbia dieselivorans NBRC 106261,1,0,nirK_only,WP_068403006.1,NA,1,312,33356.55,7.404,-0.0551,0.0641,0.11218,0.00321,0.05449,0.03846,0.02885,0.11538,0.04167,0.02564,0.00962,0.07372,0.02244,0.02244,0.07051,0.03846,0.08333,0.03846,0.05128,0.13462,0.01603,0.01923,,,,,,,,,,,,,,,,,,,,,,,,,
